Age,Gender,Sexuality,Ethnicity,EdLevel,CompanySize,Country,Employment,DevType(Position),Currency,CurrencySymbol,Salary,SalaryFreq,DollarizedSalary,YearsCode,YearsCodePro,OperatingSystem,DatabaseWantToWorkWith,DatabaseHaveWorkedWith,FrameworkWantToWorkWith,FrameworkHaveWorkedWith,LanguageWantToWorkWith,LanguageHaveWorkedWith,PlatformWantToWorkWith,PlatformHaveWorkedWith,SurveyYear
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, full-stack;Engineering manager;System administrator",United States dollar,USD,190000.0,Monthly,2280000.0,14,12,Windows,MySQL;PostgreSQL,MySQL;PostgreSQL,jQuery;Node.js,Express;jQuery;Node.js;React.js,HTML/CSS;JavaScript;SQL,HTML/CSS;JavaScript;Python;SQL,Google Cloud;Heroku,Google Cloud;Heroku,2022
18-24 years old,Man,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Germany,"Student, full-time",,,,,,,3,,macOS,MySQL;SQLite,Cloud Firestore;MySQL;SQLite,Flask;Node.js;React.js,Express;Flask;Node.js;React.js,Dart;Java;JavaScript;Python,Dart;Java;JavaScript;Python;SQL,Firebase,Firebase,2022
25-34 years old,Man,Straight / Heterosexual,European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;DevOps specialist;System administrator;Security professional",European Euro,EUR,,,,15,5,Linux-based;macOS,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,Elasticsearch;MySQL,Node.js,Express;Node.js;React.js,Bash/Shell;C;C++;Clojure;Dart;Java;JavaScript;Kotlin;Lua;Rust;SQL;TypeScript,Bash/Shell;Dart;HTML/CSS;JavaScript;Kotlin;MATLAB;SQL;Swift;TypeScript,DigitalOcean,AWS;DigitalOcean;Firebase,2022
18-24 years old,Man,,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,India,"Student, full-time",,,,,,,4,,,,PostgreSQL;SQLite,Next.js;Vue.js,Django,Erlang;Go;Rust,C;C++;Dart;HTML/CSS;JavaScript;Python,AWS;Firebase;Google Cloud,Heroku,2022
25-34 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time",System administrator,European Euro,EUR,,,,10,8,Linux-based,Elasticsearch;MariaDB;PostgreSQL;Redis,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,,Django;Drupal;Flask;jQuery;Node.js;Vue.js,Bash/Shell;Go;Python,Bash/Shell;Go;HTML/CSS;Java;JavaScript;PHP;Python;R;Ruby,OpenStack;VMware,AWS;Google Cloud;IBM Cloud or Watson;VMware,2022
35-44 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","1,000 to 4,999 employees",Canada,"Employed, full-time","Developer, back-end;DevOps specialist",Canadian dollar,CAD,,Monthly,,20,5,Linux-based,PostgreSQL;SQLite,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Express;Node.js;React.js,Express;Node.js;React.js,Bash/Shell;HTML/CSS;Kotlin;SQL;TypeScript,Bash/Shell;C;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Heroku,Heroku;Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Just me - I am a freelancer, sole proprietor, etc.",USA,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, full-stack",United States dollar,USD,320000.0,Yearly,320000.0,24,23,Linux-based,DynamoDB;PostgreSQL;Redis,DynamoDB;PostgreSQL;Redis,Express;Node.js;Svelte,Express;Flask;Node.js;Vue.js,Crystal;Go;JavaScript;Python;Rust,JavaScript;Python;Rust;SQL;TypeScript,AWS,AWS;DigitalOcean;Heroku,2022
Under 18 years old,Man,Straight / Heterosexual,European,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Germany,"Student, part-time",,,,,,,3,,,,,Django;Express;jQuery;Node.js;React.js,Express;jQuery;Node.js,Bash/Shell;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell;C++;HTML/CSS;Java;JavaScript;PowerShell;Python,VMware,VMware,2022
35-44 years old,Man,Straight / Heterosexual,Hispanic or Latino/a,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,Argentina,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, full-stack;Database administrator;System administrator",Argentine peso,ARS,110000.0,Monthly,11112.0,19,16,Linux-based,MongoDB;MySQL;PostgreSQL,MySQL;PostgreSQL,jQuery;Laravel,jQuery,Bash/Shell;JavaScript;Kotlin;PHP;Python;Rust;SQL,HTML/CSS;JavaScript;PHP;SQL,,,2022
55-64 years old,Man,Straight / Heterosexual,European,"Other doctoral degree (Ph.D., Ed.D., etc.)","5,000 to 9,999 employees",Germany,"Employed, full-time",Other (please specify):,European Euro,EUR,125000.0,Yearly,133305.0,30,20,Windows,,,,,Haskell;Python;Rust;Scala,Python,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, full-stack;Developer, desktop or enterprise applications",United States dollar,USD,196000.0,Yearly,196000.0,13,6,Linux-based;macOS,PostgreSQL;Redis,PostgreSQL;Redis,Angular;ASP.NET Core ;Express;Fastify;Next.js;React.js,Angular;ASP.NET Core ;Express,Bash/Shell;C#;Go;HTML/CSS;JavaScript;Kotlin;Rust;TypeScript,Bash/Shell;C#;Go;HTML/CSS;JavaScript;TypeScript,AWS;Google Cloud;Microsoft Azure,AWS,2022
25-34 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",India,"Employed, full-time","Developer, back-end;Cloud infrastructure engineer",Indian rupee,INR,3000000.0,Yearly,38692.0,14,10,Linux-based;Windows,DynamoDB;PostgreSQL;Redis,DynamoDB;Elasticsearch;Oracle;PostgreSQL;Redis,Angular;Node.js;React.js,Angular;Node.js;React.js,Go;Java;Kotlin;Python;Rust;Scala;SQL,Java;Scala;SQL,AWS;Microsoft Azure,AWS,2022
18-24 years old,Man,Straight / Heterosexual,White;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",Canada,"Employed, full-time","Developer, full-stack",Canadian dollar,CAD,90000.0,Yearly,70276.0,7,2,Windows;Windows Subsystem for Linux (WSL),PostgreSQL,Microsoft SQL Server;MySQL;PostgreSQL,,,C#;F#;Go;Haskell;Rust;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,AWS;Heroku,AWS;Heroku,2022
18-24 years old,Man,Straight / Heterosexual,White,"Associate degree (A.A., A.S., etc.)",10 to 19 employees,UK,"Employed, full-time","Developer, mobile",Pound sterling,GBP,500.0,Yearly,628.0,6,3,,,Microsoft SQL Server;MySQL;SQLite,React.js;Vue.js,ASP.NET;ASP.NET Core ,Dart,C#;Objective-C;SQL;Swift,AWS,Microsoft Azure,2022
25-34 years old,Man,,European,"Associate degree (A.A., A.S., etc.)",,Germany,"Student, full-time",,,,,,,3,,Windows,MongoDB;MySQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL,Django;Flask;jQuery;Laravel,Django;Flask;jQuery,HTML/CSS;JavaScript;PHP;Python,HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;VBA,VMware,VMware,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,USA,"Employed, full-time;Student, full-time",Scientist,,,,,,11,,Windows,,,,,Bash/Shell;C;Julia,Bash/Shell;C;Julia;MATLAB;Python,,,2022
35-44 years old,Man,Straight / Heterosexual,Hispanic or Latino/a;South American,Some college/university study without earning a degree,500 to 999 employees,Canada,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, front-end;Developer, full-stack",Canadian dollar,CAD,,,,15,8,macOS,Cloud Firestore,Cloud Firestore;MariaDB;MySQL;PostgreSQL;Redis,Angular;ASP.NET Core ;Blazor;Deno;Express;Node.js,Angular;Express;Node.js,C#;HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,Firebase;Google Cloud;Heroku,Firebase;Google Cloud;Heroku;Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,European,Some college/university study without earning a degree,"10,000 or more employees",USA,"Employed, full-time","Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer;Data or business analyst",United States dollar,USD,,,,32,15,Linux-based;macOS;Windows Subsystem for Linux (WSL),,Microsoft SQL Server;PostgreSQL,,,Python;SQL,Bash/Shell;JavaScript;Python;SQL,,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White;European;North American,Some college/university study without earning a degree,2 to 9 employees,Canada,"Employed, full-time","Data scientist or machine learning specialist;Developer, full-stack;Developer, back-end;Educator;Database administrator;Academic researcher;DevOps specialist;Developer, game or graphics;Project manager;Cloud infrastructure engineer;System administrator;Security professional",Canadian dollar,CAD,80000.0,Yearly,62467.0,4,2,Linux-based;Windows;Windows Subsystem for Linux (WSL),MongoDB;Firebase Realtime Database,Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis;SQLite,,ASP.NET Core ;Blazor;Express;Flask;Node.js;React.js,Elixir;Rust,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Firebase,AWS;Google Cloud;IBM Cloud or Watson;Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,Germany,"Employed, full-time","Data scientist or machine learning specialist;Engineer, data;Developer, back-end;Engineering manager",European Euro,EUR,114000.0,Yearly,121574.0,30,22,Linux-based,PostgreSQL,Cassandra;PostgreSQL;Redis,,Flask,F#;Haskell;Kotlin;Rust,Assembly;C++;Delphi;Haskell;Java;JavaScript;Kotlin;PHP;Python;Rust;Scala,Google Cloud,Google Cloud,2022
65 years or older,Man,Straight / Heterosexual,South American,Some college/university study without earning a degree,,Chile,Retired,,,,,,,47,30,Linux-based,,,,,LISP;Python,C;LISP;Python,,,2022
18-24 years old,Woman,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,USA,"Employed, part-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",United States dollar,USD,90000.0,Yearly,90000.0,5,3,Windows,Microsoft SQL Server,Microsoft SQL Server,ASP.NET Core ;Svelte;Vue.js,ASP.NET Core ;Vue.js,C#;JavaScript;TypeScript,C#;JavaScript;SQL;TypeScript,,Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Germany,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer;Product manager;System administrator",European Euro,EUR,5000.0,Monthly,63984.0,16,7,Linux-based;macOS,DynamoDB;MongoDB;MySQL;PostgreSQL;Redis,DynamoDB;MongoDB;MySQL;PostgreSQL;Redis,Deno;Express;Fastify;Laravel;Node.js;Nuxt.js;React.js,Express;Laravel;Node.js;React.js,Bash/Shell;Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL;TypeScript,AWS;Managed Hosting,AWS;Managed Hosting,2022
25-34 years old,Man,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,India,"Employed, full-time","Developer, full-stack",Indian rupee,INR,,,,6,3,Linux-based;macOS;Windows,Microsoft SQL Server;MySQL;Oracle,Microsoft SQL Server;MySQL,Angular,Angular;ASP.NET;ASP.NET Core ;jQuery,HTML/CSS;Java;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,,,2022
18-24 years old,Man,Straight / Heterosexual,White;Hispanic or Latino/a,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,Mexico,"Employed, full-time;Student, part-time","Developer, mobile",,,,,,3,,macOS,MongoDB;MySQL;PostgreSQL;Redis;SQLite,MongoDB;MySQL;SQLite,Express;Fastify;Next.js;Node.js;React.js;Svelte;Vue.js,Express;Next.js;Node.js;React.js;Svelte,C;C++;Dart;Go;Haskell;HTML/CSS;JavaScript;Kotlin;Objective-C;Ruby;Rust;Swift;TypeScript,C;C++;HTML/CSS;JavaScript;Objective-C;Python;R;Swift;TypeScript,AWS;Firebase;Heroku,AWS;Firebase;Heroku,2022
25-34 years old,Man,Prefer not to say,Indian;Asian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",India,"Employed, full-time","Developer, full-stack",Indian rupee,INR,,Yearly,,8,8,Linux-based;Windows,PostgreSQL,Couchbase;MongoDB,Express;Node.js;React.js,Express;Node.js;React.js,HTML/CSS;JavaScript,HTML/CSS;JavaScript,DigitalOcean,AWS;DigitalOcean;Google Cloud,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Germany,"Employed, full-time","Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer",European Euro,EUR,75000.0,Yearly,79983.0,14,11,Linux-based,PostgreSQL,Elasticsearch;PostgreSQL;SQLite,Symfony;Vue.js,Symfony,Rust,Bash/Shell;Go;PHP;Python,Google Cloud,Microsoft Azure;OpenStack,2022
18-24 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",UK,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Designer;Security professional",Pound sterling,GBP,70000.0,Yearly,87948.0,8,5,Linux-based;macOS,Cloud Firestore;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Angular;Node.js;React.js;Svelte;Vue.js,Angular;jQuery;Node.js,Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,HTML/CSS;Java;JavaScript;Perl;PHP;SQL;TypeScript,AWS;Firebase;Google Cloud;Microsoft Azure,Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,India,"Employed, full-time","Developer, mobile",Indian rupee,INR,,Monthly,,Less than 1 year,Less than 1 year,macOS,MongoDB;Firebase Realtime Database;SQLite,MongoDB;Firebase Realtime Database;SQLite,Angular.js;Node.js,Angular.js;Node.js,Swift,Swift,Firebase,Firebase,2022
35-44 years old,Man,Straight / Heterosexual,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,UK,"Employed, full-time","Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Database administrator;Cloud infrastructure engineer",Pound sterling,GBP,75000.0,Yearly,94230.0,22,12,Linux-based;macOS,,MySQL;PostgreSQL;Redis,Angular,Angular;Angular.js;jQuery;Laravel,,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,,AWS;DigitalOcean;Google Cloud;Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,European,"Other doctoral degree (Ph.D., Ed.D., etc.)",2 to 9 employees,UK,"Employed, full-time","Developer, front-end;Developer, back-end;Scientist;Senior Executive (C-Suite, VP, etc.);Security professional",Pound sterling,GBP,,,,30,12,Linux-based,PostgreSQL;SQLite,PostgreSQL;SQLite,Vue.js,Vue.js,Java;Rust,Go;Java;JavaScript,Linode,Linode,2022
35-44 years old,Man,Straight / Heterosexual,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,Germany,"Employed, full-time","Data scientist or machine learning specialist;Developer, full-stack;Developer, back-end",European Euro,EUR,,,,21,16,macOS,,IBM DB2;MySQL;PostgreSQL,,,Clojure;HTML/CSS,Bash/Shell;Clojure;HTML/CSS;SQL,Google Cloud,Google Cloud,2022
25-34 years old,Man,Straight / Heterosexual,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Germany,"Student, full-time;Employed, part-time","Developer, back-end;Student",,,,,,11,,Linux-based,MariaDB;PostgreSQL,MariaDB;PostgreSQL,React.js,React.js,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,AWS,AWS;Microsoft Azure,2022
18-24 years old,Man,Prefer not to say,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,India,"Employed, full-time","Developer, QA or test",,,,,,7,,Linux-based;macOS;Windows,,,,,C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;R;Solidity;SQL,C;Java;Python,AWS;Firebase;Google Cloud;VMware,Heroku,2022
18-24 years old,Man,Straight / Heterosexual,European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,Germany,"Student, part-time;Employed, part-time","Developer, back-end",,,,,,7,,Linux-based,,Microsoft SQL Server;Oracle,,,C++;Java;Python,C++;Java;MATLAB;PowerShell;Python;SQL,,,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,UK,"Employed, full-time","Developer, back-end",Pound sterling,GBP,,,,24,14,Windows,,Microsoft SQL Server;PostgreSQL;Redis;SQLite,,,C#;F#,C#;Go;SQL,AWS;Microsoft Azure,AWS;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,Indian;Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,India,"Independent contractor, freelancer, or self-employed","Developer, mobile",Indian rupee,INR,3600000.0,Yearly,46430.0,8,8,Windows,Firebase Realtime Database;SQLite,Firebase Realtime Database;SQLite,,,Groovy;Java;Kotlin;SQL,Groovy;Java;Kotlin;SQL,Google Cloud,Google Cloud,2022
18-24 years old,"Or, in your own words:",Bisexual;Straight / Heterosexual,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,UK,"Employed, full-time","Developer, full-stack;Developer, back-end",Pound sterling,GBP,32000.0,Yearly,40205.0,9,3,Windows,PostgreSQL,PostgreSQL,React.js,React.js,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,AWS,AWS,2022
25-34 years old,Man,Straight / Heterosexual,Indian;Southeast Asian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Germany,"Employed, full-time;Student, part-time","Data scientist or machine learning specialist;Developer, full-stack;Developer, desktop or enterprise applications;DevOps specialist",,,,,,8,,Linux-based;Windows,Neo4j,MySQL;Oracle;Firebase Realtime Database;SQLite,ASP.NET Core ,Django;Express;Flask,HTML/CSS;Java;JavaScript;Python;Rust,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Kotlin;Python,Google Cloud,Google Cloud;OpenStack,2022
18-24 years old,Man,Straight / Heterosexual,White;European,Some college/university study without earning a degree,,UK,"Student, full-time",,,,,,,4,,Windows,Microsoft SQL Server;SQLite,Microsoft SQL Server;SQLite,,,C#;C++;Python;Rust;SQL,C#;C++;Rust;SQL,,,2022
45-54 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,Germany,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",European Euro,EUR,5500.0,Monthly,70380.0,25,22,,MariaDB;MongoDB;PostgreSQL;Redis,Microsoft SQL Server,Angular;Blazor,ASP.NET;ASP.NET Core ,,C#;HTML/CSS;JavaScript;SQL,,,2022
18-24 years old,Man,,Indian,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,India,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, front-end;Developer, mobile",Indian rupee,INR,23000.0,Monthly,3564.0,7,2,Linux-based,MariaDB;MongoDB,MariaDB,,,Bash/Shell;Go;Rust,Dart;Java;JavaScript,OVH,Heroku;OVH,2022
25-34 years old,Woman,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",India,"Independent contractor, freelancer, or self-employed","Developer, mobile",Indian rupee,INR,,Monthly,,6,8,Linux-based;macOS,,Cloud Firestore;MySQL;PostgreSQL;Firebase Realtime Database;SQLite,,Angular.js,,Dart;Java;Kotlin;SQL,,Firebase,2022
18-24 years old,Woman,Prefer to self-describe:,White,Some college/university study without earning a degree,20 to 99 employees,UK,"Employed, full-time","Developer, full-stack",Pound sterling,GBP,30000.0,Yearly,37692.0,5,5,Windows,,Elasticsearch;MariaDB;MySQL;Redis,Angular.js;Drupal,jQuery;Laravel;Node.js;Nuxt.js;Vue.js,C#;C++;Java,Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell,,AWS;Microsoft Azure,2022
35-44 years old,Man,Bisexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Developer, front-end",United States dollar,USD,145000.0,Yearly,145000.0,19,14,macOS,PostgreSQL,PostgreSQL,Django;React.js,Django;Gatsby;React.js,HTML/CSS;JavaScript;Python,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Rust,,,2022
